Hãng xe,Dòng xe,Đời xe,Phiên bản,Màu xe,Công tơ mét (km),Nhập khẩu,Tình trạng,Giá (VNĐ)
Toyota,Yaris,2013,AT,Đen,63823,Trong nước,Trung bình,297000000
Hyundai,Tucson,2019,LUX,Trắng,62646,Trong nước,Trung bình,553000000
Nissan,X-Trail,2020,MT,Xanh,34825,Trong nước,Tốt,697000000
Suzuki,Crossover,2023,AT,Xám,9597,Nhập khẩu,Rất tốt,784000000
Hyundai,Elantra,2026,MT,Xám,21686,Nhập khẩu,Rất tốt,725000000
Toyota,Wigo,2021,S,Đỏ,40797,Nhập khẩu,Tốt,378000000
Ford,EcoSport,2012,AT,Đỏ,64452,Nhập khẩu,Trung bình,376000000
Hyundai,Stargazer,2019,S,Trắng,50949,Nhập khẩu,Tốt,533000000
Ford,Ranger,2019,MT,Trắng,35673,Nhập khẩu Mỹ,Trung bình,968000000
Chevrolet,Spark,2020,MT,Bạc,16547,Nhập khẩu,Trung bình,199000000
Chevrolet,Spark,2012,AT,Bạc,44200,Nhập khẩu Úc,Tốt,229000000
Nissan,X-Trail,2022,AT,Vàng,24854,Nhập khẩu Mỹ,Rất tốt,1045000000
Mazda,MX-5,2014,LUX,Đỏ,20797,Trong nước,Tốt,1238000000
Kia,EV6,2022,AT,Đen,6727,Nhập khẩu Úc,Rất tốt,2427000000
Toyota,Hilux,2020,LUX,Xám,11083,Nhập khẩu Úc,Trung bình,806000000
Toyota,Raize,2021,S,Bạc,10956,Nhập khẩu Úc,Trung bình,297000000
BMW,X7,2024,AT,Cam,13539,Nhập khẩu Úc,Mới,8171000000
Honda,Jazz,2025,LUX,Vàng,8513,Trong nước,Mới,668000000
Honda,CR-V,2014,G,Xám,55353,Trong nước,Rất tốt,635000000
Mitsubishi,Triton,2012,MT,Vàng,25662,Nhập khẩu Úc,Tốt,755000000
Chevrolet,Colorado,2019,LUX,Trắng,40707,Nhập khẩu,Rất tốt,756000000
Mitsubishi,Xpander,2020,MT,Cam,24753,Nhập khẩu Úc,Rất tốt,610000000
Ford,Explorer,2018,S,Bạc,22227,Nhập khẩu Nhật,Rất tốt,1615000000
BMW,X1,2014,MT,Trắng,51289,Trong nước,Tốt,1019000000
Hyundai,Santa Fe,2023,MT,Xanh,12116,Trong nước,Rất tốt,1703000000
Ford,EcoSport,2016,AT,Đỏ,72619,Nhập khẩu,Trung bình,213000000
Chevrolet,Captiva,2020,MT,Nâu,33186,Trong nước,Trung bình,437000000
Mazda,Mazda6,2018,AT,Xám,16761,Trong nước,Tốt,817000000
Lexus,ES,2024,AT,Bạc,3285,Nhập khẩu Úc,Mới,3560000000
Mazda,Mazda3,2014,Luxury,Trắng,74071,Nhập khẩu Mỹ,Tốt,500000000
Ford,Mustang,2015,AT,Trắng,58469,Nhập khẩu Mỹ,Rất tốt,2235000000
Toyota,Veloz,2014,S,Ghi,126774,Trong nước,Trung bình,276000000
Toyota,Corolla Altis,2026,AT,Bạc,7524,Nhập khẩu,Mới,1139000000
Honda,CR-V,2017,RX,Cam,29781,Nhập khẩu Nhật,Tốt,784000000
Toyota,Yaris,2015,MT,Xám,24025,Nhập khẩu,Tốt,377000000
Toyota,Yaris,2018,LUX,Trắng,54078,Nhập khẩu Nhật,Rất tốt,541000000
Mazda,Mazda6,2023,MT,Xám,5376,Trong nước,Rất tốt,1056000000
Ford,Explorer,2013,MT,Xám,68474,Nhập khẩu Mỹ,Tốt,1323000000
Hyundai,Palisade,2018,MT,Bạc,122055,Nhập khẩu,Trung bình,1470000000
Toyota,Wigo,2024,S,Cam,5997,Trong nước,Mới,436000000
Toyota,Raize,2017,MT,Đen,47021,Trong nước,Tốt,394000000
Kia,EV6,2016,S,Trắng,76695,Trong nước,Tốt,1490000000
Toyota,Fortuner,2023,AT,Trắng,13581,Trong nước,Rất tốt,1458000000
Lexus,ES,2013,LUX,Đỏ,63384,Nhập khẩu Nhật,Tốt,2125000000
Volvo,S60,2014,LUX,Đen,176096,Trong nước,Trung bình,760000000
Mazda,Mazda6,2019,S,Trắng,33541,Trong nước,Trung bình,699000000
Hyundai,Stargazer,2017,S,Trắng,198700,Trong nước,Trung bình,394000000
Audi,A6,2022,MT,Trắng,38006,Trong nước,Tốt,2446000000
Ford,EcoSport,2014,S,Bạc,31984,Trong nước,Trung bình,258000000
Kia,Sonet,2017,AT,Trắng,23953,Nhập khẩu Mỹ,Tốt,545000000
Toyota,Hilux,2022,MT,Xanh,6487,Trong nước,Rất tốt,548000000
Honda,Jazz,2025,AT,Đỏ,128,Trong nước,Mới,691000000
Kia,Carens,2023,MT,Trắng,6388,Trong nước,Rất tốt,871000000
Mercedes-Benz,E-Class,2017,MT,Xanh,83188,Nhập khẩu Nhật,Trung bình,2007000000
Mitsubishi,Xforce,2015,AT,Xám,24061,Trong nước,Trung bình,352000000
Chevrolet,Equinox,2020,S,Trắng,18835,Trong nước,Tốt,769000000
BMW,X1,2016,AT,Nâu,122493,Nhập khẩu Mỹ,Trung bình,1052000000
Kia,Seltos,2025,Premium,Đen,164,Nhập khẩu,Mới,899000000
Hyundai,Ioniq 5,2013,S,Đỏ,112649,Nhập khẩu,Trung bình,825000000
Porsche,Macan,2014,LUX,Vàng,38209,Nhập khẩu,Rất tốt,2603000000
Toyota,Fortuner,2012,Legender,Trắng,26916,Nhập khẩu Nhật,Trung bình,897000000
Hyundai,Palisade,2021,LUX,Bạc,37442,Trong nước,Trung bình,1015000000
Audi,A6,2020,S,Xám,32802,Trong nước,Tốt,2227000000
Kia,Cerato,2026,MT,Ghi,14695,Nhập khẩu Nhật,Mới,1023000000
Kia,Sportage,2016,MT,Bạc,93056,Nhập khẩu,Tốt,706000000
Hyundai,Kona,2016,MT,Xám,109484,Trong nước,Trung bình,255000000
Ford,Explorer,2015,MT,Vàng,38223,Trong nước,Tốt,913000000
Kia,Cerato,2026,LUX,Bạc,1367,Trong nước,Mới,832000000
Hyundai,Palisade,2020,MT,Xanh,41941,Nhập khẩu,Trung bình,1539000000
Honda,Accord,2023,LUX,Đen,28018,Trong nước,Rất tốt,971000000
Mitsubishi,Outlander,2024,AT,Bạc,32599,Trong nước,Tốt,1016000000
Hyundai,Tucson,2014,S,Xanh,49264,Nhập khẩu,Tốt,600000000
Toyota,Corolla Cross,2018,LUX,Đen,32679,Nhập khẩu Nhật,Tốt,604000000
Toyota,Camry,2016,2.5Q,Nâu,102387,Nhập khẩu Nhật,Trung bình,594000000
Toyota,Corolla Altis,2023,S,Bạc,10834,Trong nước,Rất tốt,735000000
Toyota,Corolla Cross,2018,S,Nâu,116465,Trong nước,Trung bình,506000000
Ford,Escape,2012,MT,Xanh,127516,Nhập khẩu Úc,Trung bình,490000000
Suzuki,Swift,2017,LUX,Vàng,50819,Nhập khẩu Nhật,Trung bình,458000000
Hyundai,Accent,2015,AT,Bạc,96438,Nhập khẩu,Tốt,290000000
Mitsubishi,Triton,2021,AT,Xám,42306,Nhập khẩu Mỹ,Trung bình,631000000
Toyota,Land Cruiser Prado,2021,S,Bạc,12503,Nhập khẩu Nhật,Trung bình,3018000000
Suzuki,Ertiga,2012,MT,Vàng,148064,Nhập khẩu Úc,Trung bình,243000000
Hyundai,Creta,2012,X,Xanh,58703,Nhập khẩu,Tốt,493000000
Land Rover,Discovery,2022,AT,Đen,29518,Nhập khẩu,Rất tốt,4664000000
Suzuki,Crossover,2017,LUX,Đỏ,41215,Nhập khẩu Mỹ,Tốt,523000000
Ford,Everest,2012,LUX,Đen,144233,Nhập khẩu,Trung bình,497000000
Ford,Territory,2013,MT,Ghi,47114,Nhập khẩu,Rất tốt,1128000000
Honda,HR-V,2022,AT,Bạc,5152,Nhập khẩu Nhật,Rất tốt,833000000
Toyota,Raize,2026,LUX,Bạc,16505,Trong nước,Rất tốt,577000000
Mazda,Mazda6,2026,MT,Bạc,670,Nhập khẩu,Mới,1221000000
BMW,X3,2023,AT,Trắng,10385,Nhập khẩu,Rất tốt,3747000000
Mitsubishi,Attrage,2013,MT,Xanh,184833,Trong nước,Trung bình,108000000
Toyota,Wigo,2022,AT,Trắng,47111,Nhập khẩu,Tốt,263000000
Hyundai,Kona,2019,LUX,Xanh,47375,Nhập khẩu Úc,Tốt,584000000
Mazda,CX-5,2016,Signature,Đen,74957,Nhập khẩu Nhật,Trung bình,431000000
Ford,Escape,2016,MT,Trắng,52725,Nhập khẩu Úc,Tốt,718000000
Chevrolet,Spark,2026,AT,Trắng,2429,Trong nước,Mới,336000000
Ford,Focus,2016,S,Xám,41916,Nhập khẩu Nhật,Trung bình,467000000
Toyota,Innova,2017,G,Trắng,81397,Nhập khẩu Mỹ,Trung bình,614000000
Toyota,Land Cruiser Prado,2023,LUX,Trắng,24541,Trong nước,Rất tốt,3645000000
Mazda,BT-50,2025,LUX,Trắng,10977,Trong nước,Mới,831000000
Ford,Everest,2014,AT,Bạc,105735,Nhập khẩu,Trung bình,880000000
Audi,Q7,2023,AT,Xám,6338,Trong nước,Rất tốt,4035000000
Toyota,Vios,2016,AT,Trắng,57512,Nhập khẩu Nhật,Tốt,320000000
Toyota,Hilux,2015,MT,Đỏ,23260,Nhập khẩu Nhật,Rất tốt,906000000
Kia,Sportage,2020,S,Trắng,28341,Trong nước,Trung bình,859000000
Mitsubishi,Xforce,2015,S,Đen,52040,Trong nước,Trung bình,453000000
Hyundai,Stargazer,2024,S,Cam,15306,Nhập khẩu,Rất tốt,742000000
Peugeot,5008,2024,MT,Ghi,3025,Nhập khẩu Nhật,Mới,2027000000
Suzuki,Vitara,2025,LUX,Bạc,871,Trong nước,Mới,780000000
Kia,K5,2022,AT,Bạc,7160,Nhập khẩu,Rất tốt,674000000
Mitsubishi,Pajero Sport,2017,MT,Xanh,98838,Trong nước,Trung bình,671000000
Mazda,BT-50,2024,AT,Đen,6740,Trong nước,Mới,967000000
Ford,Territory,2013,AT,Bạc,25863,Nhập khẩu,Rất tốt,984000000
Mercedes-Benz,A-Class,2023,AT,Bạc,6229,Nhập khẩu,Rất tốt,1524000000
Mercedes-Benz,A-Class,2013,S,Trắng,86396,Trong nước,Tốt,925000000
Honda,Civic,2023,TYPE R,Trắng,6057,Nhập khẩu,Rất tốt,1124000000
Mitsubishi,Attrage,2020,LUX,Trắng,49679,Nhập khẩu Mỹ,Trung bình,359000000
Mazda,MX-5,2014,S,Bạc,87374,Trong nước,Tốt,1176000000
Ford,EcoSport,2026,S,Xanh,593,Trong nước,Mới,393000000
Nissan,Navara,2017,MT,Bạc,24875,Trong nước,Rất tốt,596000000
Hyundai,Elantra,2013,S,Đen,250000,Nhập khẩu Nhật,Trung bình,157000000
Kia,Seltos,2018,AT,Vàng,32815,Trong nước,Tốt,569000000
Toyota,Fortuner,2017,AT,Bạc,45468,Nhập khẩu,Trung bình,677000000
Mazda,MX-5,2021,AT,Xám,48538,Nhập khẩu,Trung bình,1626000000
Toyota,Hilux,2026,S,Nâu,20595,Nhập khẩu Nhật,Rất tốt,1225000000
Toyota,Vios,2020,MT,Vàng,108181,Nhập khẩu Úc,Trung bình,360000000
Chevrolet,Cruze,2021,LUX,Xanh,42197,Nhập khẩu,Tốt,277000000
Ford,Mustang,2014,S,Xanh,45961,Trong nước,Trung bình,1343000000
Honda,Accord,2018,AT,Trắng,18313,Trong nước,Tốt,902000000
Ford,Escape,2021,MT,Vàng,44528,Nhập khẩu Úc,Trung bình,569000000
Mitsubishi,Xforce,2015,LUX,Đen,64954,Nhập khẩu,Trung bình,359000000
Honda,Jazz,2020,LUX,Xanh,22696,Nhập khẩu,Rất tốt,630000000
Mazda,CX-30,2022,MT,Trắng,38155,Trong nước,Tốt,677000000
Toyota,Vios,2019,G,Đen,19479,Nhập khẩu Úc,Tốt,427000000
BMW,X3,2018,AT,Trắng,40783,Trong nước,Tốt,1637000000
Toyota,Vios,2012,G,Bạc,20628,Nhập khẩu Úc,Tốt,416000000
Toyota,Hilux,2023,MT,Đen,13852,Trong nước,Rất tốt,979000000
Kia,Carens,2020,AT,Trắng,11332,Nhập khẩu Nhật,Tốt,583000000
Chevrolet,Cruze,2014,MT,Đen,26957,Trong nước,Rất tốt,330000000
Toyota,Corolla Cross,2021,AT,Trắng,12875,Trong nước,Tốt,519000000
Chevrolet,Captiva,2014,LUX,Nâu,77616,Trong nước,Trung bình,413000000
Mitsubishi,Attrage,2014,AT,Đen,95382,Trong nước,Trung bình,187000000
Kia,Carnival,2017,AT,Đen,68155,Nhập khẩu,Trung bình,904000000
Suzuki,Swift,2015,LUX,Nâu,200109,Nhập khẩu,Trung bình,128000000
Hyundai,Stargazer,2017,S,Đen,45838,Trong nước,Trung bình,480000000
Toyota,Camry,2016,2.5Q,Trắng,38505,Trong nước,Tốt,520000000
Honda,CR-V,2015,L,Xanh,131622,Nhập khẩu,Trung bình,723000000
Toyota,Innova,2019,Venturer,Đỏ,24617,Nhập khẩu,Trung bình,450000000
Toyota,Veloz,2012,S,Đen,201657,Nhập khẩu,Trung bình,199000000
Kia,Morning,2025,LUX,Ghi,85,Trong nước,Mới,370000000
Toyota,Veloz,2020,AT,Trắng,90558,Nhập khẩu Nhật,Tốt,393000000
Porsche,Cayenne,2019,MT,Đen,16676,Nhập khẩu Nhật,Tốt,7217000000
Ford,Escape,2014,AT,Bạc,141974,Nhập khẩu Nhật,Trung bình,527000000
Hyundai,Kona,2017,AT,Đen,61257,Trong nước,Trung bình,354000000
Honda,Jazz,2019,MT,Xám,203359,Nhập khẩu Mỹ,Trung bình,257000000
Toyota,Innova,2018,E,Xám,17913,Nhập khẩu Úc,Tốt,585000000
Kia,Seltos,2013,Premium,Trắng,64391,Nhập khẩu Nhật,Trung bình,408000000
Toyota,Raize,2014,MT,Nâu,211596,Nhập khẩu,Trung bình,165000000
Toyota,Wigo,2022,AT,Đen,15366,Trong nước,Rất tốt,284000000
Ford,EcoSport,2012,S,Đen,74594,Nhập khẩu Úc,Trung bình,248000000
Hyundai,Palisade,2015,S,Xám,85444,Nhập khẩu,Trung bình,1069000000
Honda,City,2020,RS,Đen,23940,Nhập khẩu Nhật,Trung bình,446000000
Hyundai,Ioniq 5,2020,MT,Trắng,32716,Nhập khẩu Úc,Tốt,1103000000
Toyota,Veloz,2020,S,Trắng,30189,Trong nước,Trung bình,419000000
Peugeot,5008,2023,AT,Xám,37399,Nhập khẩu,Tốt,956000000
Toyota,Hilux,2023,AT,Trắng,5651,Trong nước,Rất tốt,759000000
Mitsubishi,Xforce,2025,S,Đen,2308,Trong nước,Mới,721000000
Peugeot,2008,2020,AT,Đen,79091,Nhập khẩu,Tốt,748000000
Hyundai,Stargazer,2025,LUX,Ghi,15467,Nhập khẩu,Rất tốt,814000000
Mercedes-Benz,GLE,2019,S,Xám,38110,Nhập khẩu Úc,Tốt,3862000000
Hyundai,Santa Fe,2015,AT,Trắng,73236,Nhập khẩu Mỹ,Trung bình,852000000
Audi,A6,2020,MT,Trắng,17472,Nhập khẩu,Tốt,2215000000
Mitsubishi,Triton,2019,LUX,Trắng,22919,Nhập khẩu,Tốt,606000000
Honda,HR-V,2018,MT,Nâu,38676,Trong nước,Trung bình,584000000
Ford,Everest,2013,MT,Đen,43977,Nhập khẩu,Tốt,1165000000
Ford,Territory,2020,S,Xanh,30153,Trong nước,Trung bình,764000000
Mazda,BT-50,2024,LUX,Xám,566,Trong nước,Mới,919000000
Toyota,Wigo,2025,LUX,Ghi,25654,Nhập khẩu Nhật,Rất tốt,422000000
Chevrolet,Spark,2023,LUX,Trắng,64974,Nhập khẩu,Trung bình,235000000
BMW,3 Series,2024,S,Trắng,8385,Trong nước,Mới,2536000000
Mazda,Mazda6,2012,LUX,Xám,62244,Nhập khẩu Mỹ,Tốt,682000000
Hyundai,Elantra,2026,MT,Đen,2592,Nhập khẩu,Mới,1070000000
Hyundai,Ioniq 5,2023,S,Trắng,28532,Nhập khẩu Nhật,Rất tốt,1940000000
Volvo,XC60,2015,LUX,Xám,83488,Trong nước,Trung bình,1351000000
Toyota,Fortuner,2023,SR5,Đen,7484,Nhập khẩu Nhật,Rất tốt,1958000000
Ford,Explorer,2021,MT,Trắng,65620,Nhập khẩu Mỹ,Trung bình,1399000000
Toyota,Veloz,2014,MT,Đen,115094,Nhập khẩu Nhật,Trung bình,427000000
Toyota,Vios,2013,V,Xám,184545,Nhập khẩu,Trung bình,182000000
Ford,Ranger,2022,LUX,Đen,23110,Nhập khẩu Úc,Rất tốt,1119000000
Ford,Ranger,2023,AT,Đen,18305,Nhập khẩu Nhật,Rất tốt,1563000000
Chevrolet,Equinox,2018,MT,Đỏ,35584,Trong nước,Tốt,587000000
Kia,Cerato,2013,MT,Bạc,168446,Nhập khẩu,Trung bình,248000000
Toyota,Yaris,2021,S,Xám,56239,Nhập khẩu,Tốt,400000000
Honda,Jazz,2020,S,Đen,11064,Nhập khẩu Úc,Rất tốt,691000000
Ford,Explorer,2021,AT,Đen,10614,Trong nước,Tốt,1489000000
Peugeot,2008,2014,S,Trắng,45979,Nhập khẩu,Trung bình,361000000
Ford,Escape,2019,MT,Trắng,78218,Nhập khẩu Nhật,Trung bình,743000000
Ford,EcoSport,2021,AT,Đen,110378,Nhập khẩu Mỹ,Trung bình,340000000
Kia,Sonet,2015,AT,Đen,28965,Nhập khẩu Nhật,Tốt,516000000
Kia,EV6,2023,MT,Cam,17624,Nhập khẩu,Rất tốt,2320000000
Nissan,X-Trail,2021,S,Trắng,21027,Nhập khẩu Mỹ,Tốt,1058000000
Toyota,Raize,2026,LUX,Bạc,24525,Trong nước,Rất tốt,448000000
Mazda,CX-30,2015,S,Vàng,121525,Nhập khẩu Nhật,Trung bình,442000000
Toyota,Veloz,2014,S,Trắng,120220,Nhập khẩu,Trung bình,264000000
Honda,HR-V,2024,S,Trắng,4426,Nhập khẩu,Mới,715000000
Mitsubishi,Xforce,2014,LUX,Cam,49470,Nhập khẩu Nhật,Rất tốt,529000000
Nissan,Almera,2013,MT,Trắng,37566,Trong nước,Trung bình,279000000
Mitsubishi,Outlander,2020,AT,Trắng,11334,Nhập khẩu Mỹ,Tốt,1038000000
Volvo,S60,2020,MT,Trắng,56009,Trong nước,Rất tốt,1369000000
Honda,HR-V,2012,LUX,Xám,112186,Trong nước,Trung bình,174000000
Honda,CR-V,2025,G,Đen,57207,Nhập khẩu,Rất tốt,1073000000
Kia,Carens,2015,S,Trắng,250000,Nhập khẩu,Trung bình,241000000
Toyota,Hilux,2020,LUX,Ghi,28644,Trong nước,Tốt,788000000
Hyundai,Creta,2025,MT,Bạc,10256,Nhập khẩu,Mới,1146000000
Chevrolet,Cruze,2021,MT,Trắng,76611,Nhập khẩu Mỹ,Trung bình,620000000
Kia,Carnival,2015,AT,Đen,124212,Trong nước,Trung bình,565000000
Mazda,CX-8,2026,AT,Bạc,1989,Trong nước,Mới,1314000000
Porsche,Cayenne,2023,AT,Đỏ,13383,Trong nước,Rất tốt,7908000000
Suzuki,Crossover,2020,LUX,Trắng,13180,Trong nước,Tốt,586000000
Hyundai,Santa Fe,2014,LUX,Cam,189412,Trong nước,Trung bình,380000000
Audi,Q5,2022,AT,Đỏ,18045,Nhập khẩu Nhật,Rất tốt,3659000000
BMW,X1,2012,MT,Bạc,34278,Nhập khẩu Nhật,Trung bình,1056000000
Mazda,CX-5,2012,Premium,Trắng,81260,Nhập khẩu Nhật,Tốt,613000000
Suzuki,XL7,2018,AT,Trắng,51581,Nhập khẩu Nhật,Trung bình,366000000
Toyota,Wigo,2014,S,Xám,44388,Trong nước,Tốt,294000000
Mitsubishi,Outlander,2016,LUX,Xanh,26629,Trong nước,Tốt,668000000
Hyundai,Elantra,2013,AT,Đen,81239,Nhập khẩu,Trung bình,330000000
Ford,Explorer,2016,MT,Đen,60403,Nhập khẩu,Tốt,1464000000
Audi,A6,2015,AT,Trắng,101389,Trong nước,Trung bình,1451000000
Toyota,Raize,2013,MT,Bạc,60387,Nhập khẩu Nhật,Tốt,368000000
Toyota,Camry,2014,2.0G,Xám,125147,Trong nước,Trung bình,448000000
Hyundai,Santa Fe,2015,LUX,Ghi,64151,Trong nước,Tốt,882000000
Ford,Territory,2023,AT,Trắng,16523,Nhập khẩu,Rất tốt,881000000
Mazda,MX-5,2025,AT,Bạc,14649,Nhập khẩu Úc,Mới,2447000000
Lexus,ES,2026,AT,Đen,3616,Nhập khẩu,Mới,4084000000
Hyundai,Accent,2016,AT,Trắng,27913,Nhập khẩu Úc,Rất tốt,435000000
Kia,Carens,2018,S,Đen,16109,Nhập khẩu Nhật,Rất tốt,775000000
Toyota,Vios,2013,V,Nâu,97388,Nhập khẩu Mỹ,Trung bình,275000000
Hyundai,Palisade,2026,LUX,Xám,6778,Trong nước,Mới,2138000000
Mazda,Mazda3,2017,Luxury,Đen,86971,Nhập khẩu Nhật,Trung bình,308000000
Hyundai,Creta,2015,MT,Đen,33171,Nhập khẩu,Trung bình,621000000
Honda,Accord,2018,LUX,Trắng,20571,Nhập khẩu,Tốt,830000000
Hyundai,Palisade,2014,MT,Cam,20805,Nhập khẩu Úc,Tốt,1466000000
Suzuki,Ertiga,2023,MT,Nâu,11043,Nhập khẩu,Rất tốt,521000000
Hyundai,Accent,2019,MT,Trắng,48873,Nhập khẩu Úc,Trung bình,264000000
Kia,Carens,2013,LUX,Đen,47389,Nhập khẩu Mỹ,Trung bình,451000000
Mitsubishi,Attrage,2017,AT,Ghi,51642,Nhập khẩu,Tốt,256000000
Hyundai,Ioniq 5,2017,S,Trắng,148978,Trong nước,Trung bình,829000000
BMW,X3,2026,MT,Trắng,2996,Trong nước,Mới,4054000000
Toyota,Yaris,2019,LUX,Cam,42417,Nhập khẩu,Rất tốt,498000000
Honda,HR-V,2021,LUX,Trắng,45210,Trong nước,Rất tốt,562000000
Mazda,CX-30,2023,LUX,Trắng,12071,Nhập khẩu Úc,Rất tốt,714000000
Mitsubishi,Xpander,2023,AT,Cam,18623,Trong nước,Rất tốt,454000000
Mitsubishi,Triton,2020,AT,Trắng,55612,Nhập khẩu Nhật,Trung bình,566000000
Toyota,Land Cruiser Prado,2024,MT,Bạc,20903,Nhập khẩu,Rất tốt,4556000000
Hyundai,Palisade,2026,MT,Trắng,1113,Nhập khẩu,Mới,2466000000
Honda,CR-V,2018,RX,Xám,114243,Trong nước,Trung bình,540000000
Toyota,Raize,2013,AT,Đen,57262,Nhập khẩu,Rất tốt,343000000
Ford,Escape,2026,MT,Xám,2091,Nhập khẩu Mỹ,Mới,1354000000
Hyundai,Tucson,2019,MT,Bạc,38354,Nhập khẩu Nhật,Tốt,912000000
Hyundai,Santa Fe,2016,MT,Trắng,235250,Nhập khẩu,Trung bình,428000000
Hyundai,Tucson,2019,S,Đỏ,40782,Nhập khẩu Nhật,Rất tốt,645000000
Honda,City,2013,AT,Xám,41923,Trong nước,Rất tốt,312000000
Peugeot,3008,2016,LUX,Trắng,75191,Nhập khẩu Nhật,Tốt,756000000
Nissan,X-Trail,2023,MT,Trắng,8844,Trong nước,Rất tốt,717000000
Kia,Cerato,2025,MT,Đen,552,Nhập khẩu Mỹ,Mới,903000000
Toyota,Raize,2024,LUX,Xám,965,Nhập khẩu Úc,Mới,712000000
Toyota,Hilux,2023,AT,Xám,6918,Nhập khẩu Mỹ,Rất tốt,1044000000
Chevrolet,Equinox,2019,S,Đỏ,21260,Nhập khẩu Úc,Tốt,820000000
Hyundai,Kona,2025,MT,Trắng,1046,Nhập khẩu Nhật,Mới,726000000
Hyundai,Santa Fe,2017,S,Trắng,76324,Trong nước,Trung bình,557000000
Toyota,Vios,2020,AT,Trắng,14617,Nhập khẩu Nhật,Trung bình,514000000
Suzuki,Ciaz,2018,AT,Đen,31117,Trong nước,Rất tốt,372000000
Ford,EcoSport,2014,LUX,Trắng,144903,Trong nước,Trung bình,123000000
Toyota,Innova,2018,E,Bạc,39410,Nhập khẩu Nhật,Rất tốt,858000000
Honda,HR-V,2015,S,Đen,80570,Trong nước,Trung bình,430000000
Nissan,Z,2026,S,Bạc,1323,Trong nước,Mới,4898000000
Hyundai,Ioniq 5,2014,S,Nâu,31745,Nhập khẩu,Trung bình,1385000000
Chevrolet,Spark,2016,LUX,Vàng,22294,Trong nước,Trung bình,156000000
Honda,Accord,2013,MT,Bạc,30177,Nhập khẩu Úc,Tốt,950000000
Toyota,Veloz,2014,MT,Đen,37960,Trong nước,Tốt,518000000
Hyundai,Elantra,2023,AT,Xám,7727,Trong nước,Rất tốt,682000000
Toyota,Hilux,2018,S,Bạc,18529,Nhập khẩu,Tốt,648000000
Mazda,Mazda3,2013,Premium,Trắng,27070,Nhập khẩu Nhật,Tốt,394000000
Honda,City,2023,RS,Bạc,13646,Trong nước,Rất tốt,428000000
Suzuki,Crossover,2023,S,Xám,8235,Nhập khẩu Úc,Rất tốt,699000000
Toyota,Hilux,2018,MT,Đen,32213,Nhập khẩu,Rất tốt,1001000000
Toyota,Veloz,2021,AT,Bạc,26100,Trong nước,Rất tốt,397000000
Hyundai,Stargazer,2012,LUX,Trắng,84485,Nhập khẩu Nhật,Tốt,630000000
Hyundai,Creta,2014,S,Bạc,22205,Nhập khẩu Nhật,Rất tốt,765000000
Mazda,Mazda6,2022,S,Trắng,27490,Trong nước,Rất tốt,857000000
Kia,Sorento,2026,AT,Trắng,6920,Nhập khẩu Nhật,Mới,2394000000
Nissan,Kicks,2016,LUX,Trắng,24691,Nhập khẩu Úc,Tốt,384000000
Mazda,BT-50,2026,MT,Trắng,14476,Nhập khẩu Nhật,Mới,1147000000
Nissan,Leaf,2023,S,Xám,40513,Nhập khẩu,Tốt,1073000000
Toyota,Hilux,2016,S,Vàng,23466,Trong nước,Tốt,633000000
Toyota,Veloz,2024,LUX,Vàng,2269,Nhập khẩu Nhật,Mới,642000000
Peugeot,3008,2015,MT,Xanh,110251,Nhập khẩu,Trung bình,571000000
Mercedes-Benz,S-Class,2021,LUX,Bạc,41725,Nhập khẩu Úc,Rất tốt,5259000000
Hyundai,Accent,2019,AT,Xám,22751,Nhập khẩu,Rất tốt,341000000
Toyota,Vios,2015,V,Bạc,32919,Nhập khẩu Nhật,Tốt,358000000
Land Rover,Range Rover Evoque,2020,MT,Xám,20644,Trong nước,Tốt,4060000000
Ford,Escape,2016,MT,Trắng,56446,Nhập khẩu Nhật,Tốt,670000000
Chevrolet,Colorado,2026,LUX,Xám,6741,Nhập khẩu,Mới,1214000000
Toyota,Wigo,2017,AT,Đen,45317,Nhập khẩu Úc,Rất tốt,348000000
Chevrolet,Equinox,2015,LUX,Nâu,54149,Nhập khẩu Mỹ,Rất tốt,1040000000
Mitsubishi,Xpander,2014,AT,Trắng,95692,Trong nước,Tốt,367000000
Chevrolet,Equinox,2012,S,Xanh,22055,Nhập khẩu Nhật,Tốt,1085000000
Honda,Accord,2019,LUX,Trắng,26055,Nhập khẩu Mỹ,Trung bình,982000000
Kia,EV6,2019,AT,Trắng,62480,Nhập khẩu Úc,Tốt,1426000000
Toyota,Camry,2015,2.5Q,Bạc,144067,Nhập khẩu Nhật,Trung bình,392000000
BMW,3 Series,2020,MT,Đen,26485,Trong nước,Rất tốt,1642000000
Nissan,X-Trail,2021,MT,Cam,27469,Nhập khẩu Nhật,Rất tốt,897000000
Ford,Focus,2016,S,Vàng,26234,Trong nước,Rất tốt,503000000
